"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"bba1af97-0ef4-4a31-985b-7319462755c9","Mela.txt","Mallon","char-offset:25062","PLACE","http://pleiades.stoa.org/places/650060","Untitled","","36.75","35.25","bridge","VERIFIED","","","",""
"aee4fdde-0417-49a4-981c-8256edce69de","Mela.txt","Cydnus","char-offset:25083","PLACE","http://pleiades.stoa.org/places/648615","Cydnus (river)","-0030/0640","36.9507186","34.8077584","river","VERIFIED","","","",""
"f82288f6-f46c-42a9-ba83-c912db0a0b95","Mela.txt","Tarsum","char-offset:25100","PLACE","http://pleiades.stoa.org/places/648789","Tarsus/Antiochia ad Cydnum|Tarsus/Antiochia ad Cydnum, Gözlü Kule","-1750/2000","36.91242","34.89592","settlement","VERIFIED","","","",""
"eea56b1a-9829-4b94-a7a9-25a301a58f2a","Mela.txt","Pompeiopolis","char-offset:25208","PLACE","http://pleiades.stoa.org/places/648781","Soloi/Pompeiopolis|Soloi/Aipeia?|Soloi/Aipeia?, Potamos tou Kambou|Soloi/Pompeiopolis, Viranşehir","-0750/0640","35.1406719","32.8125385","theatre,settlement","VERIFIED","","","",""
"6f5aaf8c-0bff-4ad7-9a83-b434bb85b4b0","Mela.txt","Corycos","char-offset:25372","PLACE","http://pleiades.stoa.org/places/648612","Corycus|Korykos/Corycus, Kızkalesi","-0330/0640","36.465278","34.154167","settlement,port","VERIFIED","","","",""
"582af024-1f0c-4f05-8d01-2f40fab26b34","Mela.txt","Corycius","char-offset:25479","PLACE","http://pleiades.stoa.org/places/233666074","Poikile Petra","","36.42276875","34.036429250000005","road","VERIFIED","","","",""
"8565b604-2abb-43f1-a953-dea873597193","Mela.txt","Cil","char-offset:27103","PLACE","http://pleiades.stoa.org/places/552440217","Via Claudia Valeria","","42.32914725553374","14.0738321770639","road","UNVERIFIED","","","",""
"4acff116-2267-4591-b0ff-b7a1f31af6d5","Mela.txt","Pamphylia","char-offset:27114","PLACE","http://pleiades.stoa.org/places/1001913","Pamphylia","","37.5","32.5","province","VERIFIED","","","",""
"8705e3fa-a222-4e61-84f6-032a356763b8","Mela.txt","Celenderis","char-offset:27158","PLACE","http://pleiades.stoa.org/places/648596","Celenderis|Celenderis/Kelenderis, Aydıncık, Mersin","-0750/0640","36.14408","33.32306","theatre,settlement","VERIFIED","","","",""
"8d3d073c-e428-4680-95de-580663f15d97","Mela.txt","Nagidos","char-offset:27172","PLACE","http://pleiades.stoa.org/places/648717","Nagidos|Nagidos, Bozyazı","-0750/0640","36.099812","32.978081","settlement","VERIFIED","","","",""
"b44bea09-70c3-4858-9d83-c6987b27b8d3","Mela.txt","Samiorum coloniae; sed Celenderis Sarpedoni propior.","char-offset:27180","PLACE","","","","","","","UNVERIFIED","","","",""
"7599a95b-82b8-407f-ab85-5deecdf5aa91","Mela.txt","Celenderis","char-offset:27203","PLACE","http://pleiades.stoa.org/places/648596","Celenderis|Celenderis/Kelenderis, Aydıncık, Mersin","-0750/0640","36.14408","33.32306","theatre,settlement","VERIFIED","","","",""
"edf6332d-9d8e-49e9-b317-f20ea9941879","Mela.txt","Pamphylia","char-offset:27241","PLACE","http://pleiades.stoa.org/places/1001913","Pamphylia","","37.5","32.5","province","VERIFIED","","","",""
"e7b620e7-3e75-415b-9499-40f0710893fb","Mela.txt","Melas","char-offset:27255","PLACE","http://pleiades.stoa.org/places/658530","Melas","0300/0640","36.25","36.25","river","VERIFIED","","","",""
