"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"85ea51c7-3c68-4590-b5d4-40c89151e3af","Arriano.txt","Psilis","char-offset:15187","PLACE","http://pleiades.stoa.org/places/845050","Psilis/Papanios (river)","0300/0640","41.5","32.5","river","VERIFIED","","","",""
"ad80069f-0bf6-4ab7-a39e-fd34b215ccb4","Arriano.txt","Roes","char-offset:15677","PLACE","http://pleiades.stoa.org/places/511400","Rhoe|Rhoe, Kefken","-0030/0640","41.168505","30.227622","settlement","VERIFIED","","","",""
"5732a295-7995-4ee5-8dda-7221d0cd0803","Arriano.txt","Roes","char-offset:15741","PLACE","http://pleiades.stoa.org/places/511400","Rhoe|Rhoe, Kefken","-0030/0640","41.168505","30.227622","settlement","VERIFIED","","","",""
"72e0444a-d6bd-416a-8b00-75f8c8b3e225","Arriano.txt","Apolonia","char-offset:15771","PLACE","http://pleiades.stoa.org/places/594947","Apollonia","","","","unlocated","VERIFIED","","","",""
"2e7971f5-3985-43b9-a457-60839436d2f1","Arriano.txt","Gelas","char-offset:15877","PLACE","http://pleiades.stoa.org/places/520992","Chelai/Philemporos|Chelai/Philemporos, Bebek","-0030/0640","41.078024","29.043942","settlement","VERIFIED","","","",""
"d5ceba38-7965-4b7c-a9e5-57c1c7a4ed09","Arriano.txt","Gelas","char-offset:15904","PLACE","http://pleiades.stoa.org/places/520992","Chelai/Philemporos|Chelai/Philemporos, Bebek","-0030/0640","41.078024","29.043942","settlement","VERIFIED","","","",""
"6c624581-6222-4414-9ab6-f6e714533c2a","Arriano.txt","Sangarios","char-offset:15955","PLACE","http://pleiades.stoa.org/places/511406","Sangarius (river)","-1750/2000","40.99129035","30.592850650000003","river","VERIFIED","","","",""
"4f16b081-2162-41c3-84a5-0a967399a5ce","Arriano.txt","Hipios","char-offset:16034","PLACE","http://pleiades.stoa.org/places/844950","Hypios (river)","-0330/0640","40.5","30.5","river","VERIFIED","","","",""
"56d4bdb1-8769-42a5-9b64-f2f2ec609eec","Arriano.txt","Lilaios","char-offset:16097","PLACE","http://pleiades.stoa.org/places/845005","Lilaios|Lilaios, E Akçakoca","-0030/0640","41.09037","31.186582","settlement","VERIFIED","","","",""
"c2b7aaf0-fb64-49e6-8694-e6292cb4ef1a","Arriano.txt","Hipios","char-offset:16114","PLACE","http://pleiades.stoa.org/places/844950","Hypios (river)","-0330/0640","40.5","30.5","river","VERIFIED","","","",""
